type,content,article_id
lemma,"For any $\alpha_h\in(\mathbb{Z}_{\geqslant 0})^2$  with  	$0\leqslant|\alpha_h|\leqslant N+2$, there hold 	 		\delta^{-\frac{3}{2}}\partial_h^{\alpha_h}z^3_{\pm}(\infty;u_\mp,x_2,x_3)\in L^2(\mathcal{C}_\pm,\langle u_\mp\rangle^{2(1+\sigma)}du_\mp dx_2dx_3), 	 	and  	  		\lim_{T\to\infty}\Big\|\delta^{-\frac{3}{2}}\partial_h^{\alpha_h}z^3_{\pm}(\infty;u_\mp,x_2,x_3)-\delta^{-\frac{3}{2}}\partial_h^{\alpha_h}z^3_{\pm}(T,u_\mp\mp T,x_2,x_3)\Big\|_{L^2(\mathcal{C}_\pm,\langle u_\mp\rangle^{2(1+\sigma)}du_\mp dx_2dx_3)}=0.",2502.01139
lemma,"For any $\alpha_h\in(\mathbb{Z}_{\geqslant 0})^2$ and $l\in\mathbb{Z}_{\geqslant 1}$ with  	$1\leqslant|\alpha_h|+l\leqslant N+2$, there hold 	 \delta^{l-\frac{1}{2}} 	\partial_h^{\alpha_h}\partial_3^l z_{\pm}(\infty;u_\mp,x_2,x_3)\in L^2(\mathcal{C}_\pm,\langle u_\mp\rangle^{2(1+\sigma)}du_\mp dx_2dx_3), and    	\lim_{T\to\infty}\Big\|\delta^{l-\frac{1}{2}}\partial_h^{\alpha_h}\partial_3^lz_{\pm}(\infty;u_\mp,x_2,x_3)-\delta^{l-\frac{1}{2}}\partial_h^{\alpha_h}\partial_3^lz_{\pm}(T,u_\mp\mp T,x_2,x_3)\Big\|_{L^2(\mathcal{C}_\pm,\langle u_\mp\rangle^{2(1+\sigma)}du_\mp dx_2dx_3)}=0.",2502.01139
lemma,"For any $\alpha_h\in(\mathbb{Z}_{\geqslant 0})^2$ and $l\in\mathbb{Z}_{\geqslant 0}$ with  	$0\leqslant|\alpha_h|+l\leqslant N+2$, there holds  	 		\delta^{l-\frac{1}{2}} 		\partial_h^{\alpha_h}\partial_3^l (\partial_3z_{\pm})(\infty;u_\mp,x_2,x_3)\in L^2(\mathcal{C}_\pm,\langle u_\mp\rangle^{2(1+\sigma)}du_\mp dx_2dx_3), 	 and    	\lim_{T\to\infty}\Big\|\delta^{l-\frac{1}{2}}\partial_h^{\alpha_h}\partial_3^l(\partial_3z_{\pm})(\infty;u_\mp,x_2,x_3)-\delta^{l-\frac{1}{2}}\partial_h^{\alpha_h}\partial_3^l(\partial_3z_{\pm})(T,u_\mp\mp T,x_2,x_3)\Big\|_{L^2(\mathcal{C}_\pm,\langle u_\mp\rangle^{2(1+\sigma)}du_\mp dx_2dx_3)}=0.",2502.01139
proof,"Notice that $\phi(t) \leq 1/2$ for all $ t \in \R$. Choose an arbitrary $x \in [0,1]$, we have $$  	\big|f_{\bfc,b}(x)-H_{n}(x)\big| 	=\bigg|\sum_{k=n}^\infty  c_k \phi(b^k x)\bigg| 	\leq \sum_{k=n}^\infty \frac{|c_k|}{2} 	\leq \sum_{k=n}^\infty \frac{\eta}{2b^k} 	= \frac{\eta \cdot b^{-n}}{2(1-\frac{1}{b})} 	 \leq \eta \cdot  b^{-n}.  $$ Thus, $(x,f_{\bfc,b}(x)) \in S_{n}$. For the arbitrariness of $x$, we have completed the proof.",2502.01140
proof,"Let $x_1=( i-1)/(2b^n)$ and $x_2=i/(2b^n)$. Fix integer $0 \leq k \leq n-1$. From \[   b^k x_1=\frac{i-1}{2b^{n-k}} \mbox{ and } b^k x_2=\frac{i}{2b^{n-k}}, \] we observe that there is no point $x \in (x_1,x_2)$ such that $b^k x=j/(2b^{n-k})$ for some $j\in \Z$.  Combining this with $n-k \geq 1$, we find that $0<\phi(b^k x) < 1/2$ for all $x\in (x_1,x_2)$.  Summing over $k$ from $0$ to $n-1$, $$ 	H_n(x)=\sum_{k=0}^{n-1} c_k \phi(b^k x), $$ is linear on the interval   $[x_1,x_2]$.   Thus, the proof is complete.",2502.01140
proof,"For any $t_1,t_2 \in \R$, we have  $$ 	\big|\phi(t_1)-\phi(t_2)\big| =\big|\dist(t_1,\Z)-\dist(t_2,\Z)\big| \leq \big|\dist(t_1,t_2)\big|=|t_1-t_2|. $$ Hence, for any $k \in \Z^+$ and $x_1,x_2 \in [0,1]$, we have  	\big| c_k\phi ( b^k x_1 )-c_k\phi ( b^k x_2)    \big|  	 \leq \big| c_k b^k (x_1 - x_2 )    \big| 	 \leq  \eta |x_1-x_2|   .  Summing over $k$ from $0$ to $n-1$, $$ 	\big| H_n(x_1)-H_n(x_2)\big| 	=\bigg|\sum_{k=0}^{n-1} c_k \phi(b^k x)- c_k \phi(b^k x)\bigg| 	\leq \sum_{k=0}^{n-1} \big| c_k b^k (x_1 - x_2 )    \big| 	\leq n \eta |x_1 - x_2 |. $$ Similarly, summing over $k$ from $n$ to $n+m-1$, $$ 	\big| H_{n,m}(x_1)-H_{n,m}(x_2)\big| 	\leq \sum_{k=n}^{n+m-1} \big| c_k b^k (x_1 - x_2 )    \big| 	\leq m \eta |x_1 - x_2 |. $$",2502.01140
proof,"Fix $n \in \mathbb{Z}^+\cup \{0 \}$, $m \in \Z^+$, and $1 \leq i \leq b^n$. For each $1 \leq j\leq b^m$, we write  $$ 	I_{j}=\Big[\frac{i-1}{b^n}+\frac{j-1}{b^{n+m}}    ,\frac{i-1}{b^n}+\frac{j}{b^{n+m}}   \Big]. $$ Define $$  	R_j=I_{j} \times [y  -  \eta  \cdot  b^{-n},y+ \eta  \cdot  b^{-n}]. $$ By the definition of $S_{n+m}$, we can see that if  $$   \g H_{n+m}\cap R_j \subset I_{j}\times \Big[ \frac{p}{b^{n+m}}, \frac{q}{b^{n+m}}\Big] $$ for some $p,q\in \R$, then  $$   S_{n+m}\cap R_j \subset I_{j}    \times \Big[ \frac{p-\eta}{b^{n+m}}, \frac{q+\eta}{b^{n+m}}\Big]. $$ Hence,   $$ 	\N_{b^{-n-m}}(S_{n+m}\cap R_j) \leq 2+2\eta+ \N_{b^{-n-m}}(\g H_{n+m} \cap R_j). $$ Let $I=[\frac{i-1}{b^n}    ,\frac{i-1}{b^n}] $ and $\wdt{R}=I \times [y-b^{-n},y+b^{-n}]$. By summing $j$ over $1$ to $b^m$,    \N_{b^{-n-m}}(S_{n+m}\cap \wdt{R}) \leq (2+2\eta)b^m+ \sum_{j=1}^{b^m} \N_{b^{-n-m}}(\g H_{n+m} \cap R_j).     Fix $y \in \R$. We write  $$D:=D(y,n)=\big\{x\in I:  |H_{n}(x)-y| \leq 2\eta\cdot b^{-n}  \big\}.$$ Let $J_1=[\frac{i-1}{b^n}    ,\frac{2i-1}{2b^n}] $ and $J_2=[\frac{2i-1}{2b^n}    ,\frac{i}{b^n}] $.  It is clear that  $$I=J_1 \cup J_2 =\bigcup_{j=1}^{b^m}  I_j.    $$ From Lemma~\ref{lem:linear}, $H_{n}$ is linear on both $J_1$ and $J_2$. Thus, we have  	&\sum_{j=1}^{b^m} O\big(H_{n}, I_{j} \cap D \big)   \\ 	\leq&\Var\big(H_{n},J_1\cap D\big)+\Var\big(H_{n}, J_2 \cap D\big)\\ 	\leq & 4\eta\cdot b^{-n}+ 4\eta\cdot b^{-n} = 8\eta\cdot b^{-n},  where $\Var(g,E)$ represents the variation of $g$ on $E$. From Lemma~\ref{lem:lips}, $H_{n,m}$ is Lipschitz on $I$. Moreover, we have  	\sum_{j=1}^{b^m} O\big(H_{n,m}, I_{j}  \big) 	\leq \sum_{j=1}^{b^m} m  \eta   \cdot  | I_{j} | 	=m\eta  \cdot  |I|=  m \eta \cdot b^{-n}.             %Fix $n \in \mathbb{Z}^+\cup \{0 \}$, $m \in \Z^+$, and $y\in \R$.   From Lemma~\ref{lem:cover}, for any $ x \notin D$, we have  $$ 	\big| H_{n+m}(x) -y\big|\geq \big| H_{n}(x)-y \big|-\big| H_{n}-H_{n-m}(x) \big| > 2\eta \cdot b^{-n}-\eta \cdot b^{-n}=\eta \cdot b^{-n}, $$ which implies that $	 	H_{n+m}(x) \notin [y-\eta \cdot b^{-n},y+ \eta \cdot b^{-n}]. $ Hence, we have $$ 	\g H_{n+m} \cap R_j \subset   \g H_{n+m} \cap \big( ( I_j\cap D)\times \R\big)    $$ Combining with Lemma~\ref{lem:osci}, we have  	& \N_{b^{-n-m}}(\g H_{n+m} \cap R_j)  \\ 	%\leq &  \N_{b^{-n-m}}\big(\g T_{n+m} \cap \big( ( I_j\cap D(y,n))\times \R\big)   \big) \\  	\leq & O( H_{n+m},I_j\cap D)/b^{-n-m}+2   \\  	\leq &b^{n+m} \big( O( H_{n},I_j\cap D)+O( H_{n,m},I_j\cap D)\big)+2  .  Combining with Eq.~\eqref{eq:count-1} and Eq.~\eqref{eq:count-2}, by summing $j$ over $1$ to $b^m$, we have   &\sum_{j=1}^{b^m} \N_{b^{-n-m}}(S_{n+m} \cap R_j) \\   \leq & (2\eta+2)  b^m+2b^m+ \sum_{j=1}^{b^m} b^{n+m}\Big(  O (H_{n}, I_{j} \cap D ) + O(H_{n,m}, I_j \cap D ) \Big) \\   \leq & (2\eta+4) b^m+  b^{n+m}(  8\eta \cdot b^{-n}+m\eta \cdot b^{-n})\\   =&(10\eta +m \eta +4  )b^m.  This completes the proof of the lemma.",2502.01140
proof,"[Proof of Theorem~\ref{thm:assouad}]    For any $x_0 \in [0,1]$ and $n \in \mathbb{Z}^+$, there exists $0 \leq i \leq b^n$ such that $$\Big[x_0-\frac{1}{b^n},x_0+\frac{1}{b^n}\Big]  \subset \Big[ \frac{i-1}{b^n},\frac{i+2}{ b^n} \Big]. $$ Let $y_0=f_\bfc(x_0)$, then we have $$ 	Q\big((x_0,y_0),b^{-n}\big)  	%=\Big[x_0-\frac{1}{b^n},x_0+\frac{1}{b^n}\Big] \times \Big[y_0-\frac{1}{b^n},y_0+\frac{1}{b^n}\Big] 	\subset \Big[ \frac{i-1}{b^n},\frac{i+2}{ b^n} \Big] \times  \Big[y_0- \frac{\eta}{b^n},y_0+\frac{\eta}{ b^n} \Big]. $$          %Therefore,  From Lemma~\ref{lem:tkey-new}, for any $m \in \mathbb{Z}^+$, we have  	&\N_{b^{-n-m}} \Big( \g f_{\bfc,b} \cap Q\big((x_0,y_0),b^{-n}\big) \Big) \\ 	\leq& \sum_{\ell=i}^{i+2} \N_{b^{-n-m}} \bigg( S_{n+m} \cap \Big(\Big[\frac{\ell-1}{b^n},\frac{\ell}{b^n}\Big] \times \Big[y_0- \frac{\eta}{b^n},y_0+\frac{\eta}{b^n} \Big] \Big) \bigg) \\ 	%\leq &\sum_{\ell=i+1}^{i+3}  (m+8)b^m\\ 	\leq &  3(10\eta +m \eta +4  )  b^m.   For any $\vep>0$, there exists a constant that $C_\vep>0$ such that  $$C_\vep b^{m\vep} \geq 3(10\eta +m \eta +4  )  ,\quad \forall m \in \Z^+.$$  Thus, $$\N_{b^{-n-m}} \Big( \g f_{\bfc,b} \cap Q\big( x,b^{-n}\big) \Big) \leq C_\vep b^{(1+\vep)m},$$ for all $x \in \g T_{a,b}$ and $n,m \in \Z^+$. This implies $1+\vep$ lies in the following set: $$ 	\big\{ \alpha:  \mbox{ for all } n,m \in \Z^+ \mbox{ and } x \in \g f_{\bfc,b} , \N_{b^{-n-m}}\big(Q(x,b^{-n})\cap  \g f_{\bfc,b}  \big) \lesssim  b^{\alpha m}  \big\}. $$ Therefore, we have $ \dim_A \g  f_{\bfc,b} \leq  1 +\vep$. For the arbitrariness of $\vep$, it follows that $$\dim_A \g f_{\bfc,b}  \leq 1.$$ On the other hand, it is clear that $\dim_A \g  f_{\bfc,b} \geq \underline\dim_B \g  f_{\bfc,b} \geq 1$. Thus, $$\dim_A \g  f_{\bfc,b}=1.$$",2502.01140
theorem,"[Consistency] The IPDG scheme \eqref{eqn1.18} is consistent, i.e., for the solution $\Eb\in\Vb \cap\Hb^2(\Omega)$ of the problem \eqref{eqn1.1}--\eqref{eqn1.2},   a_h(\Eb,\vb_h)+\int_\Omega\psi^0(\Eb;\vb_h)\mathrm{d}\xb\ge\langle\fb,\vb_h\rangle\quad\forall\,\vb_h\in\Vb_h.",2502.01148
theorem,"Assume \eqref{eqn1.other}, $m<\epsilon_0$ and $\eta > \max\{1,\mu_1^2\}\,\tilde{C}^2/(2\,\mu_0^2)$. Then for any $\fb\in \Vb^*$, the problem \eqref{eqn1.18} has a unique solution $\Eb_h\in\Vb_h$, which is also the unique solution of the minimization problem \eqref{minimization problem}.",2502.01148
theorem,"Assume $\{\mathcal{T}_h\}$ is a shape-regular family of tetrahedral or hexahedral mesh partitions of the domain $\overline{\Omega}$.  Let $\Eb$ and $\Eb_h$ be the solutions of \eqref{eqn1.1} and \eqref{eqn1.18}, respectively. Assume $\Eb \in \Hb_0(\curlb; \Omega) \cap \Hb^{s+1/2}(\Omega)$ and $\nabla\times \Eb \in \Hb^s(\Omega)$, $s > 1/2$. Choose the penalty constant $\eta > \max\{1,\mu_1^2\}\,\tilde{C}^2/(2\,\mu_0^2)$.  Then,   \| \Eb-\Eb_h\|_h \leq Ch^{(\min\{s,l\}+1)/2}.",2502.01148
definition,"Assume $\varphi: V\rightarrow \mathbb{R}\cup \{+\infty\}$ %we call $\rm{dom} \varphi = \{v\in V: \varphi(v) < +\infty\}$ the effective domain of function $\varphi$.  % %    \item If $\rm{dom} \varphi \neq \emptyset$, then $\varphi$ is called a proper function on $V$. %    \item $\varphi$ is a convex function on $V$ if, for all $u,v \in \text{dom}\varphi$ and $\lambda \in(0,1)$, it satisfies: %    \[ %    \varphi(\lambda u +(1-\lambda)v) \leq \lambda \varphi(u)+(1-\lambda) \varphi(v). %    \] %    \item $\varphi$ is called lower semicontinuous on $V$ if, for all $u\in V$ and any sequence $\{u_n\}\subset V$ satisfying $u_n\rightarrow u$, the following holds: %    \[ %    \liminf_{n\rightarrow \infty}\varphi(u_n) \geq \varphi(u). %    \] % %Now,  is a proper, convex, and lower semicontinuous function on $V$. The set \[ \partial_c\varphi(u)=\{\xi\in V^*:\varphi(v)-\varphi(u)\geq \langle\xi, v-u\rangle\ \forall\, v \in V\} \] is called the convex subdifferential of the function $\varphi$ at $u\in V$. If $\partial_c\varphi(u)\neq \emptyset$, any element $\xi \in \partial_c\varphi(u)$ is called a subgradient of $\varphi$ at $u$.",2502.01148
definition,"%Let $\psi: V\rightarrow \mathbb{R}$. (1) If there exists a constant $L>0$ such that %\[ %|\psi(u)-\psi(v)|\leq L\| u-v\|_V \quad \forall u,v\in V %\] %holds, then the function $\psi$ is said to be Lipschitz continuous on $V$. (2) If for every $w\in V$, there exists a neighborhood $N_w$ of $w$ and a constant $L_w>0$ such that %\[ %|\psi(u)-\psi(v)| \leq L_w\| u-v\|_V \quad \forall u,v\in N_w, %\] %then the function $\psi$ is  said to be locally Lipschitz continuous on $V$. %",2502.01148
definition,"Assume $\psi: V\rightarrow\mathbb{R}$ is a locally Lipschitz continuous function. The generalized directional derivative of $\psi$ at $u\in V$ in the direction $v\in V$ is defined as \[ \psi^0(u;v)=\limsup_{w\rightarrow u,\lambda \downarrow 0}\frac{\psi(w+\lambda v)-\psi(w)}{\lambda}, \] and the Clarke subdifferential of $\psi$ at $u\in V$ is defined as \[ \partial \psi(u)=\{\xi \in V^*: \psi^0(u;v)\geq \langle\xi,v\rangle\text{ } \forall  v\in V \}. \]",2502.01148
definition,"[Sobolev space] %Fix $1\leq p\leq \infty$ and let $k$ be a nonnegative integer, $\Omega \subset \mathbb{R}^n$ is open. Define Sobolev space: %\[ %W^{k,p}(\Omega)= \{u\in L^p(\Omega):D^\alpha u \in L^p(\Omega) \quad \forall |\alpha|\leq m\}. %\] %If $u\in W^{k,p}(\Omega)$, we define its norm to be  % % %\|u\|_{W^{k,p}(\Omega)}= % %\left(\sum_{|\alpha|\leq k}\int_{\Omega}|D^\alpha|^p \mathrm{d}x\right)^{1/p} \quad (1\leq p<\infty) \\ %\sum_{|\alpha|\leq k} \textnormal{ess }\sup_{\Omega} |D^\alpha u| \quad (p=\infty). % % % %If $p=2$, we usually write $H^k(\Omega)=W^{k,2}(\Omega)$, and their corresponding norm are denoted by $\|\cdot\|_{k,\Omega}$. Particularly, when $k=0$, $H^0(\Omega)=L^2(\Omega)$, and its corresponding norm is written as $\|\cdot\|_{0,\Omega}$. %",2502.01148
definition,"%Let $\Omega\subset\mathbb{R}^3$, in our paper, we use bold font $\Lb^s(\Omega)$, $\Hb^s(\Omega)$ and $\boldsymbol{P}^s(\Omega)$ to represent the sets of those three-dimensional vector functions, each of whose components is an $L^s(\Omega)$ function, $H^s(\Omega)$ function and a polynomial of degree no higher than $s$ on $\Omega$ respectively. That is %\[ %\Lb^s(\Omega) = \{\ub=(u_1(\xb), u_2(\xb), u_3(\xb))| u_i(\xb)\in L^s(\Omega), i=1,2,3\}, %\] %\[ %\Hb^s(\Omega) = \{\ub=(u_1(\xb), u_2(\xb), u_3(\xb))| u_i(\xb)\in H^s(\Omega), i=1,2,3\}. %\] %\[ %\boldsymbol{P}^s(\Omega) = \{\ub=(u_1(\xb), u_2(\xb), u_3(\xb))| u_i(\xb)\in P^s(\Omega), i=1,2,3\}. %\] %And we also use normal font $u$ and bold font $\ub$ to distinguish scalar function and vector function. %",2502.01148
definition,"%Let $\Omega \subset \mathbb{R}^3$, define the space %\[ %\Hb(\curlb,\Omega)=\left\{\vb\in\Lb^2(\Omega):\nabla\times \vb\in \Lb^2(\Omega)\right\}, %\] %where the curl operator $\nabla\times$ is defined as %\[ %\nabla\times \vb=\left(\frac{\partial v_3}{\partial x_2}-\frac{\partial v_2}{\partial x_3},\frac{\partial v_1}{\partial x_3}-\frac{\partial v_3}{\partial x_1},\frac{\partial v_2}{\partial x_1}-\frac{\partial v_1}{\partial x_2}\right)^T. %\] % %We introduce the norm %\[ %\| \boldsymbol{v}\|_{\curlb,\Omega}=\left(\|\boldsymbol{v} \|_{0,\Omega}^2+\|\nabla\times\boldsymbol{v}\|_{0,\Omega}^2\right)^{1/2}. %\] %",2502.01148
definition,"%We denote the closure of $\boldsymbol{C}^\infty_0(\Omega)$ in $\Hb(\curlb,\Omega)$ by $\Hb_0(\curlb,\Omega)$. It can be verified that %\[ %\Hb_0(\curlb,\Omega)=\left\{\vb\in\Hb(\curlb,\Omega): \nb\times \vb=\zerob \quad \text{on }\partial\Omega\right\}, %\] %where $\nb$ is the unit outward normal vector on $\partial\Omega$. %",2502.01148
proof,"The discrete bilinear form (\ref{eqn1.17}) is defined with $\Eb_h$ replaced by $\Eb$.  Applying equation (\ref{eqn1.11}), we notice that the fourth term of $a_h(\Eb,\vb_h)$ is         -\sum_{f\in\mathcal{F}_h}\int_f\llbracket\vb_h\rrbracket\cdot\{\mu^{-1}\nabla\times\Eb\}\mathrm{d}S=&-\sum_{K\in\mathcal{T}_h}\int_{\partial K}\mu^{-1}(\vb_h\times\nabla\times\Eb)\cdot \nb_K\mathrm{d}S     \\      &-\sum_{f\in\mathcal{F}_h^{\mathcal{I}}}\int_f\llbracket\mu^{-1}\nabla\times\Eb\rrbracket\cdot\{\vb_h\}\mathrm{d}S.      Moreover, $\llbracket \Eb \rrbracket = \zerob$ on $\mathcal{F}_h$ and $\llbracket \nabla\times \Eb \rrbracket = \zerob$ on $\mathcal{F}_h^{\mathcal{I}}$. Therefore,   a_h(\Eb,\vb_h) & =\int_\Omega\epsilon \Eb\cdot\vb_h\mathrm{d}\xb+\int_\Omega\mu^{-1}(\nabla\times\Eb)\cdot(\nabla_h\times\vb_h)\mathrm{d}\xb\\ &\quad{} -\sum_{K\in\mathcal{T}_h}\int_{\partial K}\mu^{-1}(\vb_h\times\nabla\times\Eb)\cdot \nb_K\mathrm{d}S.  Applying the integration by parts formula (\ref{eqnpar}) on the integration region $K\in\mathcal{T}_h$, we have  \int_K\mu^{-1}(\nabla\times\Eb)\cdot(\nabla\times\vb_h)\mathrm{d}\xb & =\int_K\nabla\times(\mu^{-1}\nabla\times\Eb)\cdot\vb_h\mathrm{d}\xb\\ &\quad{} -\int_{\partial K}\mu^{-1}((\nabla\times\Eb)\times\vb_h)\cdot\nb_K\mathrm{d}S.  Thus,  	a_h(\Eb,\vb_h)=\int_\Omega\epsilon \Eb\cdot\vb_h\mathrm{d}\xb+\int_\Omega\nabla\times(\mu^{-1}\nabla\times\Eb)\cdot\vb_h\mathrm{d}\xb.  Multiplying both sides of equation (\ref{eqn1.1}) by a function $\vb_h \in \Vb_h$ and integrating over $\Omega$, we obtain \[ \int_\Omega\epsilon\Eb\cdot\vb_h\mathrm{d}\xb+\int_\Omega\nabla\times(\mu^{-1}\nabla\times\Eb)\cdot\vb_h\mathrm{d}\xb+\int_\Omega \Jb \cdot \vb_h\mathrm{d}\xb=\int_\Omega\tilde{\lb}\cdot \vb_h\mathrm{d}\xb. \] Since $\Jb \in \partial \psi(\Eb)$ and by the definition of the functional $\fb \in \Vb^*$, \eqref{eq:cons} follows.",2502.01148
proof,"Using H\""{o}lder's inequality, we can get     			   		 \int_K\mu^{-1}(\nabla\times\Eb)\cdot(\nabla\times\vb)\mathrm{d}\xb  &\leq \mu_0^{-1}\int_K|\nabla\times\Eb|\cdot|\nabla\times\vb|\mathrm{d}\xb\\ &\leq \mu_0^{-1}\|\nabla_h\times \Eb \|_{0,K}\|\nabla_h\times \vb \|_{0,K}.   Similarly,  \int_f \alpha\llbracket \Eb \rrbracket \cdot \llbracket \vb \rrbracket \mathrm{d}S  &\leq  \| \alpha^{1/2}\llbracket\Eb\rrbracket\|_{0,f}\| \alpha^{1/2}\llbracket\vb\rrbracket\|_{0,f},\\ \int_\Omega\epsilon \Eb\cdot \vb \mathrm{d}\xb & \leq\epsilon_1\|\Eb\|_{0,\Omega}\|\vb\|_{0,\Omega}.  Now let us bound the third term of the bilinear form $\tilde{a}_h(\cdot,\cdot) $ which is a modification of the proof of \cite[Lemma 4]{grote2007interior}.   &\sum_{f\in\mathcal{F}_h}\int_f\llbracket\Eb\rrbracket\cdot\{\mu^{-1}\Pib_h(\nabla_h\times\vb)\}\mathrm{d}S \\ \leq &\mu_0^{-1}\sum_{f\in\mathcal{F}_h}\int_f\left|\alpha^{1/2}\llbracket\Eb\rrbracket\right|\cdot\left|\alpha^{-1/2}\{\Pib_h(\nabla_h\times\vb)\}\right|\mathrm{d}S   \\ \leq &\mu_0^{-1}\sum_{f\in\mathcal{F}_h} \|\alpha^{1/2}\llbracket\Eb\rrbracket\|_{0,f} \cdot \|\alpha^{-1/2}\{\Pib_h(\nabla_h\times\vb)\}\|_{0,f}  \\ \leq &\mu_0^{-1}\left(\sum_{f\in\mathcal{F}_h} \int_f\alpha\left|\llbracket\Eb\rrbracket\right|^2 \mathrm{d}S\right)^{1/2} \cdot \left(\sum_{f\in\mathcal{F}_h} \int_f\alpha^{-1} \left| \{\Pib_h(\nabla_h\times\vb)\} \right|^2 \mathrm{d}S\right)^{1/2} \\ = &  \mu_0^{-1}\eta^{-1/2}\left(\sum_{f\in\mathcal{F}_h} \|\alpha^{1/2}\llbracket\Eb\rrbracket\|^2_{0,f}\right)^{1/2} \cdot\left(\sum_{f\in\mathcal{F}_h} \int_f  h_f\left| \{\Pib_h(\nabla_h\times\vb)\} \right|^2 \mathrm{d}S\right)^{1/2}.   Using the definition of $h_f$, we can get   \sum_{f\in\mathcal{F}_h} \int_f  h_f \left| \{\Pib_h(\nabla_h\times\vb)\} \right|^2 \mathrm{d}S&\leq \frac{1}{2}\sum_{K\in\mathcal{T}_h}\int_{\partial K}h_K  |\Pib_h(\nabla\times \vb)|^2 \mathrm{d}S \\ & \leq \frac{1}{2}\sum_{K\in\mathcal{T}_h}h_K\| \Pib_h(\nabla\times \vb)\|^2_{0,\partial K}.    Recalling the trace theorem\textsuperscript{\cite[Chapter 5.5, Theorem 1]{evans2022partial}} and inverse inequality\textsuperscript{\cite[Lemma (4.5.3)]{brenner2008mathematical}}  \[ \| \wb \|^2_{0,\partial K} \leq C_{tr}^2 \|\wb\|^2_{W^{1,2}(K)} \leq C_{tr}^2C_{inv}^2 h^{-1}_K \| \wb\|_{0,K}^2 \quad \forall\, \wb\in\boldsymbol{P}^l(K),\ \forall\, K\in\mathcal{T}_h, \] where the positive constants $C_{tr}$ and $C_{inv}$ depend only on the regularity of the mesh and the polynomial degree $l$ of the finite element space. Henceforth, we use $\tilde{C}$ to replace $C_{tr}C_{inv}$. From the $L^2$-projection property, \[ \| \Pib_h \wb \|_{0,K} \leq \|\wb \|_{0,K} \quad \forall\, \wb \in \Lb^2(K). \] Then, combining the above result, we can obtain   \frac{1}{2}\sum_{K\in\mathcal{T}_h}h_K\|  \Pib_h(\nabla\times \vb)\|^2_{0,\partial K}\leq \frac{1}{2}\tilde{C}^2\sum_{K\in\mathcal{T}_h} \|\nabla\times \vb\|^2_{0,K}.  Finally, we obtain the bound   \sum_{f\in\mathcal{F}_h}\int_f\llbracket\Eb\rrbracket\cdot\{\mu^{-1}\Pib_h(\nabla_h\times\vb)\}\mathrm{d}S  \leq & \mu_0^{-1}(2\eta)^{-1/2}\tilde{C} \left(\sum_{f\in\mathcal{F}_h} \|\alpha^{1/2}\llbracket\Eb\rrbracket\|^2_{0,f}\right)^{1/2}  \\ &  \cdot \left(\sum_{K\in\mathcal{T}_h} \|\nabla\times \vb\|^2_{0,K} \right)^{1/2}    Similarly, we can bound the fourth term of the bilinear form as    \sum_{f\in\mathcal{F}_h}\int_f\llbracket\vb\rrbracket\cdot\{\mu^{-1}\nabla_h\times\Eb\}\mathrm{d}S \leq & \mu_0^{-1}(2\eta)^{-1/2}\tilde{C} \left(\sum_{f\in\mathcal{F}_h} \|\alpha^{1/2}\llbracket\vb\rrbracket\|^2_{0,f}\right)^{1/2}  \\ &  \cdot \left(\sum_{K\in\mathcal{T}_h} \| \nabla\times \Eb\|^2_{0,K} \right)^{1/2}.   Combining these results, we get \eqref{ah:bd}.",2502.01148
