text_a,text_b,label_real,prediccio,similitud
"[Implicit in~\cite{MN07}]  Every $n$-point metric space admits a \( (t, n^{-O(1/t)}) \)-capped decomposition for all $t \geq 1$.","The property of having no 2-edge-coloring without monochromatic triangles has local                 complexity $\Omega(n/\log n)$, even in graphs of maximum degree~40.",0.0,1,0.5341691970825195
"For $s \in \mathbb{C}$ away from the poles of the summands,   \[     \Zodd(s) = \frac{q^{s/2}}{8 \Gamma(s) \log \varepsilon}     \sum_{m \in \mathbb{Z}} (-1)^m     \Gamma\Big(\frac{s}{2} + \frac{\pi i m}{2\log \varepsilon}\Big)     \Gamma\Big(\frac{s}{2} - \frac{\pi i m}{2\log \varepsilon}\Big),   \]   Thus $\Zodd(s)$ has meromorphic continuation to $s \in \mathbb{C}$, with simple poles at $s = - 2k + \frac{\pi i m}{\log \varepsilon}$   for $m \in \mathbb{Z}$ and integral $k \geq 0$.","\  {\rm \cite{Casali-Cristofori trisection bis} } \  Let $M$ be a compact $4$-manifold with empty or connected boundary.  A gem-induced trisection of $M$ is a trisection if and only if  $M$ is closed and orientable.   \noindent Moreover, a closed orientable $4$-manifold admits a gem-induced trisection if and only if it admits a handle decomposition lacking in 3-handles (or in 1-handles).",0.0,1,0.8325871229171753
The positive solution $t_0>0$ to   - k  - \frac{3}{2} t^{-1} + \lambda^2 t^{-2} - \frac{2\beta v D}{x_{c_3} + \beta v D t} = 0  satisfies     t_0 =  k^{-\frac{1}{2}}\lambda - \frac{7}{4}k^{-1} + \frac{\sqrt{k}}{\sqrt{k}+\beta\sqrt{vD}}k^{-1}  + O\left(\lambda^{-1}\right) \quad \mbox{as} \quad \lambda \gg 1.,"For almost all $r \in (0,\infty)$, it holds that     	     		A_{i}^{\prime}(r) \ge \int_{\Gamma_{i}(r)} r\lvert \nabla_{\mathbb{R}^{+}} u_{i}(\cdot,\xi) \rvert^{2} (r) + \lambda(\Gamma_{i}(r))r^{-1} \lvert u_{i}(r,\xi) \rvert^{2} \mathrm{d}m_{\Sigma}.     	     	Recall that $\lambda(\Gamma_{i}(r))$ is the first eigenvalue of $\Gamma_{i}(r)$.",0.0,1,0.7201486825942993
"For any fixed $C\geq 0$, the mappings $z\mapsto\Psi^{-1}_+(z,C)$ and $z\mapsto\Psi^{-1}_-(z,C)$ are non-decreasing (with respect to the partial ordering $\succeq$).","\cite{Bollobas01, McDonald} With high probability \(\abs{N_k(n)}/n \to n_k\) and \(\abs{N_{k,1}(n)}/n \to n_{k,1}\) when \(n \to \infty\), where \[     n_k = \frac{4}{k(k+1)(k+2)}, \qquad n_{k,1} = \frac{2(k+2)(k+3)-24}{k(k+1)(k+2)(k+3)}. \]",0.0,1,0.5204955339431763
"[topsep=0cm] \item[\emph{1)}] For $\varepsilon \geq 0$ and $a\in \left(\frac{2\varepsilon}{1+2\varepsilon},1\right)$,  there exists a unique solution to $(E_{(\varepsilon)})$ starting from $a$. We denote it here by $g_p^{(\varepsilon,a)}$. \item[\emph{2)}] Let $\frac{2\varepsilon}{1+2\varepsilon}<a<b<1$, then $~g_p^{(\varepsilon,a)}(t)<g_p^{(\varepsilon,b)}(t)$ for all $t \geq \frac{1}{2}$ and  $$\sup_{t\geq {1}/{2}}\big\vert g_p^{(\varepsilon,a)}(t)-g_p^{(\varepsilon,b)}(t)\big\vert ~\leq ~\vert b-a\vert.$$  \vspace{-0.4cm}  \item[\emph{3)}] Take $0<\varepsilon_1<\varepsilon_2$ and $a>\frac{2\varepsilon_2}{1+2\varepsilon_2}$. Then $g^{(\varepsilon_1,a)}_{p}(t)< g^{(\varepsilon_2,a)}_{p}(t)$ for all $t\geq \frac{1}{2}$. \item[\emph{4)}] There exists a unique solution to $(E_{(0)})$ starting from $0$, which is our function $g_p$ defined as the inverse of the function $f_p$ (\ref{def:f_p}). In particular $g_{p}(\cdot+\varepsilon)$ is the solution to $(E_{(\varepsilon)})$ starting from $g_{p}({1}/{2}+\varepsilon)$.","For any $0<a<b<1$, \mathbb{E}(\widetilde{U}_{T_{0,b N}}\mathbf{1}_{T^Z_{\lfloor bN\rfloor}<\infty}|Z_0=\lfloor aN\rfloor)&\rightarrow_{N\rightarrow\infty} \frac{\left(\frac{a}{b}\right)^{\frac{1+s}{2s}}}{\left(\frac{1-a}{1-b}\right)^{\frac{1}{2s}}}+\left(\int_{a}^{b}\frac{(1-u)^{\frac{1}{2s}}}{u^{\frac{1+s}{2s}}}\left[\frac{1}{2}+\frac{1}{2s}\frac{1}{1-u}\right]du\right)\times \frac{a^{\frac{1+s}{2s}}}{(1-a)^{\frac{1}{2s}}}  \mathbb{E}(\widetilde{V}_{T_{0,b N}}\mathbf{1}_{T^Z_{\lfloor bN\rfloor}<\infty}|Z_0=\lfloor aN\rfloor)\rightarrow_{N\rightarrow\infty}\left(\int_{a}^{b}\frac{(1-u)^{\frac{1}{2s}}}{u^{\frac{1+s}{2s}}}\left[\frac{1}{2}+\frac{1}{2s}\frac{1}{1-u}\right]du\right)\times \frac{a^{\frac{1+s}{2s}}}{(1-a)^{\frac{1}{2s}}}",0.0,1,0.5743198394775391
We have $\det(H_1^{(n)})=\pm 1$ as well as $\det(H_2^{(n)})=\pm 1$ for all $n\in\NN$.,"Suppose we sift an element $g\in G^{[i]}$ with $\beta_{i}^g=\lambda$.   Then after sifting completes,   we will have $\lambda\in\Omega_i$.",0.0,1,0.5245643854141235
"Let  $k,N\in \N$,  $k\le N$,   $\alpha>0$, and let \beq C_\alpha=(1-\e^{-\alpha})^{-1} \pa{ \prod_{n=1}^\infty (1- \e^{-\alpha n})^{-1}}^2. \eeq    Then \be \sup_{\y\in \cP_{N}(\Z)} \sum_{{\x}\in\cP_{N,k}(\Z)} \e^{-\alpha \abs{\x-\y}_1}\le  C_{\alpha}^{k+1} , \ee  and \be \sup_{\x\in \cP_{N,k}(\Z)} \sum_{{\bf y}\in\cP_{N}(\Z)} \e^{-\alpha \abs{\x-\y}_1}\le C_{\alpha}^k , \ee","[Gale-Ryser] 		 		A bipartite graph $G = (X \cup Y, E)$ with $|X| = |Y| = n$ contains an $r$-factor if and only if for all $A \subseteq X$ and $B \subseteq Y$, the following holds, 		 		 		e_G(A, B) \ge r\left(|A| + |B| - n \right).",0.0,1,0.8033757209777832
"Suppose conditions (A1)-(A4) are satisfied and the inequalities \eqref{eq38}-\eqref{eq41} are feasible. Let $\hat{X}$ be the matrix defined in \eqref{eq42}. If the linear matrix inequalities 	 		& \Sigma_{\hat{X}}+\Lambda_{\hat{X}}^{\dagger} Q \Pi+\Pi^{\dagger} Q^{\dagger} \Lambda_{\hat{X}}<0,   \\ 		& {\left[{cc} 				\tilde{\gamma}^{2} I_{n_{y}} & D_{Q} \\ 				D_{Q}^{\dagger} & I_{n} 			\right]>0} , 	 	in which the variable $Q$ is restricted to have the form 	 		Q=\left[{cc} 		A_{Q} & 0  \\ 		C_{Q} & D_{Q} 	\right], 	 	have a feasible solution, then the controller	 	 		& \mathscr{C} \sim\left[{c|c}A_{\mathscr{C}} & B_{\mathscr{C}} \\ \hline C_{\mathscr{C}} & D_{\mathscr{C}}\right],\\ 		& A_{\mathscr{C}}=A_{K_{c}}+B_{K_{c}, 2} D_{Q} C_{K_{c}, 2},  \nonumber\\ 		& B_{\mathscr{C}}=B_{K_{c}, 1}+B_{K_{c}, 2} D_{Q},  \nonumber\\ 		& C_{\mathscr{C}}=C_{K_{c}, 1}+D_{Q} C_{K_{c}, 2},  \nonumber\\ 		& D_{\mathscr{C}}=D_{Q},  	 	solves the two-disk problem \eqref{eq32}, \eqref{eq33}.","For any values of $l\in\mathbb{N}\cup\{0\}$ and $m\in\mathbb{N}$, then the functions $\frac{d}{d\rho}\left(\rho^{1-d/2}J_{d/2+l-1}\left(\rho\right)\right)$ and $\frac{d}{d\rho}\left(\rho^{1-d/2}J_{d/2+l+m-1}\left(\rho\right)\right)$ have no common positive zeros.",0.0,1,0.5699364542961121
"For $1\leq r<s\leq n$, $n \in{N}$, $m \in {R}$, and a fixed positive integer $k\ge 1$","Let $\mathcal{L}_1=\sum_{k\geq 0}c_kX^{-k-1}$ and $\mathcal{L}_2=\sum_{k\geq 0}(c_k\pmod 2)X^{-k-1}$ be formal Laurent series over $\QQ$, with $$c_{2k}=(-1)^kC_k \mbox{ and } c_{2k+1}=0.$$ The continued fraction expansions of $\mathcal{L}_1$ and $\mathcal{L}_2$ satisfy $$\mathcal{L}_1=[0;\overline{X}]\quad \mbox{ and } \quad \mathcal{L}_1=[0;{s_1 X},s_2X,s_3X,\ldots]$$ with $(s_i)_{i\geq 1}$ in $\{1,-1\}$ is a paperfolding sequence often denoted by $\mathcal{F}(1,-1,-1,-1,\ldots)$ (cf. e.g. \cite{Alletal} for this notation), that defines $(s_i)_{i\geq 1}=\lim_{i\to\infty}w_i$ via the recursion $w_1=s_1=(1)$, $w_{i+1}=w_i\cdot(-1)\cdot(-{w_i}^R)$ for $i\geq 1$. Here $\cdot$ denotes the concatenation of the finite sequences, $w^R$ denotes the finite sequence $w$ in reflected order, and the $-$ in front of a finite sequence changes the signs of the elements of the sequence.",0.0,1,0.7193044424057007
"[Finite volumes criterion]  Fix $\Delta >1$ and $\lambda >0$.   Let  $s\in (0,\frac 13)$ and  $q\in \frac 12 \N^0$.    Suppose that for  all finite $D\subset \Z$  we have  \be \sup_{z\in\mathds{H}_q} \E_D\set{\abs{G^{D}_{z}({\bf x},{\bf y})}^s}\le C_q \abs{D}^{C_q}\e^{-c_q  \wtilde d^D_H ({\bf x},{\bf y})} \mqtx{for all} {\bf x},{\bf y} \in \cP_+(D). \ee  Then    for all  $\La\subset\Z$     we have  \be  \sup_{z\in\mathds{H}_q}\E_\La \set{\abs{G^{\La}_{z} ({\bf x},{\bf y})}^s}\le  C_{q}\e^{-c_{q} \wtilde d_H^\La ({\bf x},{\bf y})} \mqtx{for all}  {\bf x},{\bf y} \in \cP_+(\La). \ee        Furthermore, for all $D\subset \Z$ finite we have  \be  \E_{D}\set{\cQ_q^D ({\bf x},{\bf y})}\le  C_q e^{-c_q \wtilde d_{H}^D({\bf x},{\bf y})}  \mqtx{for all}\x,\y\in \cP_{+}(D). \ee","Let $2\leq k\leq 3$ and $1\leq a_1\leq \ldots a_k \leq n/6$. Then for every $v \in [n]$ and collection of $k$ matchings $M_{i_1},\ldots, M_{i_k}$ we have that      \PP\left(\bigcap_{j=1}^k (c_{v,i_{j}}=a_j)\right)=O(n^{-k}).",0.0,1,0.7626526951789856
"The Birkhoff billiard inside $K_e$    admits the first intergral 	$$   I_2 =    a^2 m_{2,3}^2 + b^2 m_{1,3}^2 - m_{1,2}^2. 	$$","[\cite{GKL03}]  Let $\cX$ be a family of $n$-point metrics,  and assume that all the pairwise distances in all metrics $(X,\rho)$ in $\cX$ are in the range $[1,\Delta_{\text{max}}]$. Then $\cX$ admits a distance-labeling scheme with approximation $O(\beta^*(\cX))$ and label size $O(\log n \log\Delta_{\max})$ bits.",0.0,1,0.629861056804657
"%A cluster of scatterers $V_n$, $n=1,\ldots,N$ and a distribution of point sources $\mathbf{r}_\ell$ with $\ell=1,\ldots,L$ satisfy the \emph{close proximity assumption} if and only if there exists an open ball of finite radius $R$, $B_R(\mathbf{r}_0)=\{\mathbf{r}\in\mathbb{R}^3:\lvert \mathbf{r}-\mathbf{r}_0\rvert <R\}$ such that the following conditions hold: %  %   \item $V_n\subset B_R$, \quad $n=1,\ldots,N$   %  \item $\mathbf{r}_\ell\in \mathrm{int}(B_R)$, \quad $\ell=1,\ldots,L$   %  \item $\lim_{r\rightarrow R}\left\lvert u_\ell^{\mathrm{pr}}(\mathbf{r})-\mathrm{exp}({-\mathrm{i}k\hat{\mathbf{r}}_\ell\cdot\mathbf{r}})\right\rvert \ne0$, \quad $\ell=1,\ldots,L$, % %where $u_\ell^{\mathrm{pr}}$ is the primary field elicited by the source at $\mathbf{r}_\ell$, $\mathrm{exp}({-\mathrm{i}k\mathbf{r}_\ell\cdot\mathbf{r}})$ a plane wave propagating at the direction of $-\hat{\mathbf{r}}_\ell$ and $\mathrm{int}(B_R)$ the interior of $B_R$.   %","%    Assume influencers of every $i\in \mathcal{V}_R$, defined by $\mathcal{N}_i$, are assigned such that  %     %         \left(\bigwedge_{l\in \mathcal{M}}\bigwedge_{i\in \mathcal{V}_{l}}\left(\mathcal{N}_i\subset \mathcal{W}_{l}\right)\right). %      %    Then, matrix  $\bar{\mathbf{A}}\in \mathbb{R}^{N_R\times N_R}$ is reducible and obtained by %      %         \bar{\mathbf{A}}= %             \bar{\mathbf{A}}_{11}&\cdots&\mathbf{0}\\ %             \vdots&\ddots&\vdots\\ %             \bar{\mathbf{A}}_{M1}&\cdots&\bar{\mathbf{A}}_{MM}\\ %          %         . %      %",0.0,1,0.612674355506897
"[Privacy amplification by subsampling]      Let $n_1' \leq n_1, \dots, n_k' \leq n_k$. If a mechanism $M_{\text{batch}}$ is $(\epsilon, \delta)$-DP on $\mathcal D_1^{n_1'} \times \ldots \times \mathcal D_k^{n_k'}$, the mechanism $M$ that      (i) selects $n_{i}'$ among the $n_i$ points in each category without replacement, and then     (ii) applies $M_{\text{batch}}$ to the sampled dataset, is $(\epsilon', \delta')$-DP on $\mathcal D_1^{n_1} \times \ldots \times \mathcal D_k^{n_k}$ where $\epsilon' = \ln \p{1 + p\p{e^{\epsilon} - 1}} , \quad \delta' = p \delta$      and $p = \max \p{\frac{n_{1}'}{n_1}, \dots,  \frac{n_k'}{n_k}}$.","{\rm (\cite{OSELEDETS201070})}.     Suppose that the unfoldings $A_k$ of the tensor $\cc{A}$ satisfy (\ref{lowrank}). The TT-SVD computes a tensor $\cc{B}$ in the TT-format with TT-ranks $r_k$ and              \|\cc{A}-\cc{B}\|_F^2\le \sum_{k=1}^{d-1}\epsilon_k^2 ,          where $\epsilon_k$ is the distance (in the Frobenius norm) from $A_k$ to its best rank-$r_k$ approximation      \[     \epsilon_k = \min_{{\rm rank}(B)\le r_k}\|A_k - B\|_F.     \]",0.0,1,0.5228475332260132
"[Implicit in~\cite{MN07}]  Every $n$-point metric space admits a \( (t, n^{-O(1/t)}) \)-capped decomposition for all $t \geq 1$.","For $a \in \left(-\frac{\pi}{2}, \frac{\pi}{2}\right)$, we have    \sum_{k=k_0(a)}^{\infty} \|p_{k+1} - p_{k}\| =   \frac{\sqrt{2} \sin \left(\sum_{i=k_0(a)}^{\infty} \theta_i\right) }{\cos \left(a - \sum_{i=k_0(a)}^{\infty} \theta_i\right) \cos a}.",0.0,1,0.6256028413772583
"[Implicit in~\cite{MN07}]  Every $n$-point metric space admits a \( (t, n^{-O(1/t)}) \)-capped decomposition for all $t \geq 1$.","If $(\g,z)$ is a flow-critical canvas, then every edge of multiplicity more than one is incident with $z$.",0.0,1,0.5325010418891907
"Let $\omega\left(\frac{\log^2 n}{n}\right)= p_0 \leq 1/2$. 		Then with high probability we have 		 		\delta_2(B_{n,p_0}) - \delta(B_{n,p_0}) \ge \frac{\sqrt{np_0}}{\log n}.","[Asymptotic deterministic equivalence of the norm of ridge regression estimator]     Given the bias variance decomposition of $\E_{\varepsilon}\|\hat{\bbeta}\|_2^2$ in \cref{lemma:biasvariance},      under \cref{ass:asym}, we have the following asymptotic deterministic equivalents $\mathcal{N}^{\tt LS}_{\lambda}  \sim \sN^{\tt LS}_{\lambda} := \sB_{\sN,\lambda}^{\tt LS} + \sV_{\sN,\lambda}^{\tt LS}$ such that $\mathcal{B}^{\tt LS}_{\mathcal{N},\lambda} \sim \sB_{\sN,\lambda}^{\tt LS}$, $\mathcal{V}^{\tt LS}_{\mathcal{N},\lambda} \sim \sV_{\sN,\lambda}^{\tt LS}$, where $\sB_{\sN,\lambda}^{\tt LS}$ and $\sV_{\sN,\lambda}^{\tt LS}$ are defined by \cref{eq:equiv-linear}.",0.0,1,0.5457123517990112
"Let $M$ be a closed hyperbolic $3$-manifold. There exists an $\epsilon_0>0$ such that every homotopy class of  $(1+\epsilon)$-\qf surfaces with $0<\epsilon\leq \epsilon_0$ is filling, and the set of incompressible embedded surfaces is decomposed into  	 		\item at most finitely many totally geodesic surfaces, and 		\item surfaces with quasi-Fuchsian constant $\geq 1+\epsilon_0$.","\(\Xi_3 \subseteq [-1/2, 1]\).",0.0,1,0.5208091735839844
"The cluster-interaction cross section is connected to the active interaction intensity through the host medium and the active interaction kinetic energy densities, by the relation  %   \frac{\sigma_{\mathrm{c}}}{\zeta_0}=\mathrm{Re}\left[\int_{S_h}\hat{\mathbf{n}}\cdot\mathbf{I}_{\mathrm{R}}^{h}(\mathbf{r})\mathrm{d}s(\mathbf{r})\right]-2\omega\sum_{\substack{n=1\\n\ne h}}^{N}\int_{V_n}\mathrm{Im}\left[\frac{\beta_n}{\rho_n}-1\right]\mathcal{K}_{\mathrm{R}}^n(\mathbf{r})\mathrm{d}v(\mathbf{r}),  % while the interaction Lagrangian densities are connected to the reaction intensity and the reactive interaction kinetic energy densities as follows: %  \nonumber \sum_{\substack{n=0\\n\ne h}}^{N}\int_{V_n}\mathcal{L}_{\mathrm{R}}^n(\mathbf{r})\mathrm{d}v(\mathbf{r})=-\frac{1}{2\omega}\mathrm{Im}\left[\int_{S_h}\hat{\mathbf{n}}\cdot\mathbf{I}_{\mathrm{R}}^{h}(\mathbf{r})\mathrm{d}s(\mathbf{r})\right]-\\\sum_{\substack{n=1\\n\ne h}}^{N}\int_{V_n}\mathrm{Re}\left[\frac{\beta_n}{\rho_n}-1\right]\mathcal{K}_{\mathrm{R}}^n(\mathbf{r})\mathrm{d}v(\mathbf{r}).   %","(Local finiteness)  Assume the hypotheses of Theorem \ref{theorem:main}. Suppose that, for each  vertex $v \in \mathcal{V}_{\mathcal{B}}$, $v = Bas(b)$ for only finitely many $b \in \mathcal{B}$. Then $\Delta^{f}_{\mathcal{B}}$ is locally finite.",0.0,1,0.5050012469291687
"Assume \eqref{eqn1.other}, $m<\epsilon_0$ and $\eta > \max\{1,\mu_1^2\}\,\tilde{C}^2/(2\,\mu_0^2)$. If $\Eb_h\in \Vb_h$ is a solution of the problem \eqref{eqn1.18}, then $\|\Eb_h\|_h$ is uniformly bounded with respect to the mesh size $h$.","For a given state $(v_+,u_+)\in\bbr_+\times\bbr$, there exist positive constants $C_0,\delta_0$, and $\e_1$ such that the following holds: 		 	Suppose that $(v,u,w)$ is the solution to \eqref{NSK-w} on $[0,T]$ for some $T>0$, and $(\ov,\ou,\ow)$ is the composite waves defined in \eqref{superposition wave-ext}. Let $X$ be the Lipschitz continuous solution to \eqref{ODE_X} with the weight function $a$ defined in \eqref{a}. Assume that $\delta_R,\delta_S<\delta_0$ and 	 	&v-\ov\in L^\infty(0,T;H^2(\bbr))\cap L^2(0,T;H^3(\R)),\\ 	&u-\ou\in L^\infty(0,T;H^1(\bbr))\cap L^2(0,T;H^2(\bbr)) , 	 	with 	 	\|v-\ov\|_{L^\infty(0,T;H^2(\bbr))}+\|u-\ou\|_{L^\infty(0,T;H^1(\bbr))}\le \e_1. 	 	Then, for all $0\le t\le T$, 	 	 	&\left(\norm{v-\ov}_{L^2(\mathbb{R})}^2 +\norm{u-\ou}_{H^1(\mathbb{R})}^2+\norm{w-\ow}_{H^1(\mathbb{R})}^2\right)+\delta_S \int_0^t | \dot{X}(s)|^2 \, d s \\  	&\quad +\int_0^t \left( G_1+G_3+G^S_u+G^S_v+G^R \right) \, ds +  \int_0^t \left( D_{u_1} + D_{u_2} + G_{w} + D_{w_1} + D_{w_2} \right)\, ds   \\  	& \le C_0 \left(\norm{(v-\ov)(0,\cdot)}_{L^2(\mathbb{R})}^2 +\norm{(u-\ou)(0,\cdot)}_{H^1(\mathbb{R})}^2+\norm{w_0-\ow}_{H^1(\mathbb{R})}^2\right)+C_0\delta_R^{1/3}, 	 	 	 	where $C_0$ is independent of $T$, and 	 	 	&G_1:=\int_\R |a_x|\left|p(v)-p(\ov)-\frac{u-\ou}{2C_1}\right|^2\,dx,\quad G_3:=\int_\R |a_x||w-\ow|^2\,dx,\\ 	&G^S_u:=\int_\R |u_x^S||u-\ou|^2\,dx,\quad G^S_v:=\int_{\R} |u^S_x||v-\ov|^2\,dx,\quad G^R:=\int_\R u^R_x |v-\overline{v}|^2\,dx,\\ 	&D_{u_1}:=\int_\R |(u-\ou)_x|^2\,dx,\quad D_{u_2}:=\int_\R |(u-\ou)_{xx}|^2\,dx,\\ 	&G_w:=\int_\R |w-\ow|^2\,dx,\quad D_{w_1}:=\int_{\R}|(w-\ow)_x|^2\,dx,\quad D_{w_2}:=\int_{\R}|(w-\ow)_{xx}|^2\,dx. 	 	 	Here, $C_1$ is a positive constant defined in \eqref{C_star}.",0.0,1,0.5634732246398926
"Using the last property and by the linearity of the integral, the derivative of $F$ (Eq.~\ref{eq:hermite}), $F^\prime \colon  \mathbb{R} \to \mathbb{R} $ is written as follows:       x \mapsto F^\prime(x)=\sum^{n}_{k=1} \frac{ka_k} {\sqrt{k!}}\operatorname{He}_{k-1}(x)","Consider a sequence $\{T_i\}$, $i=1,2, \dots$ of independent and identically distributed random operators. Suppose that for $\theta_0\in \Omega$ the backward iterates converge to a random point (randomness is due to the sampling of the random operators $T_i$'s): $$  T_1T_2\cdots T_n(\theta_0) \longrightarrow \theta^* \quad\textrm{as}\quad n\rightarrow \infty. $$ Then the probability distribution of the forward iterates from $\theta_0$ converge (in distribution) to a stationary probability measure $\mu_{\theta^*}$. Moreover, the random point $\theta^*$ is distributed according to the same forward iterate stationary distribution $\mu_{\theta^*}$.",0.0,1,0.5242235064506531
"\(\Xi_3 \subseteq [-1/2, 1]\).","Under Assumption \ref{ass2}(iii), (A3) holds true.",0.0,1,0.6194539666175842
"Remaining within assumptions \ref{a4}, let $\mathcal X = \R^n$, and $\Phi$ be the flow of the control-linear vector field \[f_t(\mathrm x) = \sum_{k=1}^m f^k(\mathrm x) \, u_k(t),\] where $f^k\colon \R^n \to \R^n$ are bounded and Lipschitz, and $u =(u_1, u_2, \ldots, u_m) \in L^\infty(I;U)$ with a compact $U \subset \R^m$.  Then, any function $\phi \in C^1(\R^n) \cap C_b(\R^n)$ with a bounded gradient belongs to $C^{1\text{-}\Phi}(\R^n)$.   This conjecture follows from the fact that operators $\mathfrak{L}_t$ act on elements $\phi \in \bm{\mathcal D}$ as the usual Lie derivatives, $\mathfrak{L}_t \phi = \sum u_k(t)\, \nabla \phi \cdot f^k $, which meet the condition \eqref{Ls} due to the obvious estimate: \[      \int_t^{t+h}\big\|[\mathfrak{L}_s- \mathfrak{L}_t]{\phi}\big\|_{\bm X} \d s \leq \|\nabla \phi\|_{\bm X}\,\max_{k}\|f^k\|_\infty \sum_k \int_t^{t+h}\big|u_k(s)- u_k(t)\big| \d s \] and Lebesgue's differentiation theorem.","Under Assumption \ref{Difference Bound Assumptions}, then for any policy $\hat{\theta}$ such that $\bigl|\ln \bigl(\tfrac{p^{\hat{\theta}}(x)}{p^{\theta_{\mathrm{pre}}}(x)}\bigr)\bigr|$ is bounded, and $\mathrm{KL}(p^{\theta} \,\|\, p^{\hat{\theta}})\leq 1$, there exists a constant $C > 0$ such that:  |V^{\hat{\theta}} & - L^{\theta}(\hat{\theta})|\leq \nonumber\\ &C \, \left(\mathbb{E}\int_{0}^{T} \operatorname{KL}(\pi^{\theta}(\cdot | t , X _ { t } ^ {\theta} )\|\pi^{\hat{\theta}}( \cdot | t , X _ { t } ^ {\theta} ))\mathrm{d}t\right)^{\frac{1}{2}}.",0.0,1,0.7205733060836792
"Let $\Phi:\mathcal{B}(\mathcal{H}_A)\to \mathcal{X}$ be a linear map onto an arbitrary operator space $\mathcal{X}$, with $d_A:=\dim(\mathcal{H}_A)<\infty$. Then, for any $p\ge 1$,     \sup_{d\in\mathbb{N}}\|\id_{d}\otimes \Phi\|_{\mathcal{S}_1(\mathbb{C}^d\otimes \mathcal{H}_A)\to \mathcal{S}_p[\mathbb{C}^d,\mathcal{X}]}=\|\id_{d_A}\otimes \Phi\|_{\mathcal{S}_1(\mathbb{C}^{d_A}\otimes \mathcal{H}_A)\to \mathcal{S}_p[\mathbb{C}^{d_A},\mathcal{X}]}        %     Let $\Phi:\mathcal{B}(\mathcal{H}_A)\to \mathcal{B}(\mathcal{H}_B)$ be a linear map, $d_A:=\dim(\mathcal{H}_A)<\infty$ and $\|\cdot\|_\#$ any norm on $\mathcal{B}(\mathbb{C}^d\otimes\mathcal{H}_B)$ that is unitarily invariant under unitaries that act only non-trivially on $\mathbb{C}^d$, then %  %     \sup_{d\in\mathbb{N}}\|\id_d\otimes \Phi\|_{1\to \#} = \|\id_{d_A}\otimes \Phi\|_{1\to \#}. %  %This holds in particular for $\#=(B_1:p_1,B_2:p_2,...,B_k:p_k)$ the canonical norm on $\mathcal{S}_{p_1}[\mathcal{H}_{B_1},\mathcal{S}_{p_2}[...\mathcal{S}_{p_k}(\mathcal{H}_{B_k})...]]$.","For any $\gamma>0$ such that $\mathscr{H}_{11, \gamma}^{-} \neq \emptyset$,  	\sup _{\bar{\omega}} \nu_{\bar{\omega}}^{2} \leq \inf \sup _{\omega} \bar{\boldsymbol{\sigma}}\left(P_{e}(i \omega)\right)<\gamma^{2}.",0.0,1,0.7682393789291382
"Given a $d$-polytope $P$, it is inscribable if and only if we can construct a matrix                      X =                  1 & \mymathbb{1}_n^\top & \mymathbb{1}_m^\top\\                 \mymathbb{1}_n & A & S\\                 \mymathbb{1}_m & S^\top & B              \succeq 0                  of rank $d+1$, with all diagonal elements of $A$ being the same constant, all elements of $S$ being nonnegative, and $S$ having the same support as a slack matrix of $P$.","If \((P,\le\) is a poset, and \(x,y,z \in P\), then \[ y < z \quad \implies \quad   \pi(z,x) \le \pi(y,x). \]",0.0,1,0.932198166847229
"For any $\beta\in\Omega$ and $g\in C(X)$, we can compute $\beta^g$ in time $O(|X|)$ from the word encoding $g$.","[\cite{BabaiSzemeredi1984}]   For $j>1$,   the cube $C(x_1,\ldots,x_j)$ is non-degenerate iff both   of the following hold:        \item The       cube $C(x_1,\ldots,x_{j-1})$ is non-degenerate.     \item The element $x_j$ satisfies       $x_j\not\in C(x_1,\ldots,x_{j-1})^{-1}C(x_1,\ldots,x_{j-1})$.",1.0,0,0.2867569923400879
"[Orthonormal basis of the tangent spaces]     Let $e_{ij}$ be the $d \times d$ matrix with a 1 at position $(i,j)$ and zeros everywhere else. Then               \item An orthonormal basis of $(T_{I_d} \P_d, \langle \cdot , \cdot \rangle_{I_d})$ is $(E_{I_d,ij})_{i\leq j}$ defined as follows:             \[             E_{I_d, ij} =              \frac{1}{\sqrt{2}} (e_{ij} + e_{ji}) & \text{for } i < j, \\             e_{ii} & \text{for } i = j.                          \]         \item An orthonormal basis of $(T_p \P_d, \langle \cdot , \cdot \rangle_p)$ is $(E_{p, ij})_{i\leq j}$ where $ E_{p, ij} = p^{1/2}E_{I_d, ij}p^{1/2}$.","%  % For any $f:X \to Y$ and $g:Y\to Z$ injective functions, $f \circ g$ is injective. %",0.0,1,0.5874233841896057
